Title,Genre,Director,Actor,Synopsis,Img
프리즈너,액션,양길영,"오지호, 김조운","살인을 저지른 형사, 교도소 살인 격투 게임에 출전하다!

살인 죄를 저지르고 교도소에 입소하게 된 전직 형사 신세도.
교도소 내 비밀 격투 게임에 선수로 자원한다.
거액의 돈이 베팅 되는 교도소 격투 매치는 교도소장의 감독 아래 살인마저 묵인 된다.

그곳에서 자신의 아내를 죽인 진범을 발견한 신세도는 목숨을 걸고 모든 경기를 이겨
자신의 손으로 진범을 철저히 응징하기로 결심한다.",https://www.kobis.or.kr/common/mast/movie/2020/07/76b8e76a4afa45dcaafbab52e7ba8e75.jpg
낮손님,코미디,박세민,"박세민, 이채담, 이백길, 정지혜","혼자 와야 더 즐거운(?) 503호의 비밀

어머니로부터 모텔을 물려받은 경숙.
그 묘한 분위기의 모텔에는 금요일 오후 두 시만 되면
어김없이 두 남자가 경쟁하듯 503호만을 찾는다.
중년 남 ‘수민’과 또 다른 남자 ‘배관공’이 그 주인공.
중후함을 풍기는 ‘수민’에게 관심이 가는 경숙은
그가 왜 같은 시간에 혼자서 같은 룸만 찾는지 궁금해진다.
호기심을 못이긴 그녀는 마침내 503호에 CCTV를 설치하는데…",https://www.kobis.or.kr/common/mast/movie/2020/04/6c9300f6ea6546f39a00c7136b2e5ee8.jpg
용루각: 비정도시,액션,최상훈,"지일주, 배홍석, 정화, 장의수, 정의욱","정의를 위한 한방이 시작된다!

겉모습은 평범한 중국집이지만 알고 보면 어려운 사람들을 위해 ‘대리 복수’를 해주는 해결사들의 집합소인 ‘용루각’. 그곳에선 각기 다른 이유로 이곳에 모이게 된 다섯 명의 멤버 철민, 지혜, 승진, 용태 그리고 곽사장이 있다. 비밀조직 ‘용루각’은 알 수 없는 정보원의 정보를 받아 법이 해결하지 못하는 곳을 직접 찾아다니며 정의 구현을 위해 힘쓴다. 그러던 어느 날, 대기업 회장 아들의 만행을 둘러싼 사망 사건이 발생하고, 용루각 멤버의 지인으로 밝혀지며 사건은 꼬이기 시작하는데..!",https://www.kobis.or.kr/common/mast/movie/2020/11/304a613e95f442aaaa4092e6bab3ff17.jpg
엽기적인 그녀,코미디,곽재용,"전지현, 차태현, 박승배, 이은정","전반전 그녀와 저는 같은 문으로 함깨 인천행 지하철을 타게 되씀미다. 취해서 비틀거리지만 안는다면 정말 매력저기고 갠차는 아가씨여쪄.... 푸하하핫~~! 진짜 특이하다! 저는 그녀가 술에 취해서 배를 기대고 서있는 모습이 귀여워서 힐끔거리며 그녀를 계속 지켜보아씀미다. 그런데 몸을 미세하게 부르르 떨던 그녀가 왠지 불안해 보이더니만 마침내 우웨에엑~~~ 우웨엑~~ 좌르르르르~~ 네, 그러씀미다! 그녀가 앞에 앉아 이떤 대머리 아저씨 머리 위에 순식간에 일을 친 거시여씀미다!! 순간 지하철안은 아수라장이 되고 절라 재미는 상황이었져. 그런데 진짜 일은 거기서부터 터지고야 말아씀미다. 오바이트를 시원하게 하던 그녀가 게슴치레한 눈빛으로 저를 보며 이러는 검미다! 자기야!~ 어어억~ 우욱~ 자기~ 웩~! 쿵~!............ 원래 그러치안은데 실연의 아픔이 너무나 큰 것 가씀미다. 괜히 불쌍한 마음이 듬미다. 제 마음 어디에선가 싸늘한 바람이 부는 것도 가씀미다. 그래, 이 여자의 아픔을 한번 치료해보자!! 그녀의 생일, 얼렁뚱땅 너머가면 살해할찌도 모를 여자! 그러나 일촉즉발 인질로 잡혀있던 나를 목숨걸고 구해주며 기막힌 감동을 먹일쭐도 아는 여자! 절라게 터프한 그녀와의 데이트는 그래서 무섭고 즐겁슴미다. 후반전 요즘은 그녀가 참 많이 우씀미다. 해맑게 웃는 그녀를 보고 잇으면 제 마음도 한없이 행복해짐미다. 지금까지 제가 힘이 되어주었는지 자신이 업씀미다. 제가 그녀를 감싸준것도 그녀에게 보여준 것도 또 그녀를 치료한 적도 없는 것 가씀미다. 이제 그녀 곁을 떠날 때가 점점 가까워지는 것을 느낌미다. 그리고 오늘 타임캡슐에 서로의 마음을 담고 타이머를 2년 후에 맞춰씀미다. 이 캡슐이 열리는 날! 서로의 마음을 확인할 껌미다. 그렇게 그녀는 헤어지자는 말을 대신했슴미다...",https://www.kobis.or.kr/common/mast/movie/2021/02/59a8abf2560946d7884cdf1408ec14bd.jpg
나의 특별한 형제,"드라마, 코미디",육상효,"신하균, 이광수, 이솜","머리 좀 쓰는 형 x 몸 좀 쓰는 동생!
세상엔 이런 형제도 있다!

비상한 두뇌를 가졌지만 동생 ‘동구’ 없이는 아무 데도 못 가는 형 ‘세하’(신하균),
뛰어난 수영실력을 갖췄지만 형 ‘세하’ 없이는 아무것도 못 하는 동생 ‘동구’(이광수).
이들은 피 한 방울 섞이지 않았지만 20년 동안 한 몸처럼 살아온 ‘특별한 형제’다.

어느 날 형제의 보금자리 ‘책임의 집’을 운영하던 신부님이 돌아가시자
모든 지원금이 끊기게 되고, 각각 다른 장애를 가진 두 사람은 헤어질 위기에 처하고 만다.

세하는 ‘책임의 집’을 지키고 동구와 떨어지지 않기 위해
구청 수영장 알바생이자 취준생 ‘미현’(이솜)을 수영코치로 영입하고,
동구를 수영대회에 출전시켜 사람들의 이목을 집중시키는 데 성공한다.

헤어지지 않을 수 있다는 희망을 본 것도 잠시,
예상치 못한 인물이 형제 앞에 등장하면서 형제는 새로운 위기를 겪게 되는데...!",https://www.kobis.or.kr/common/mast/movie/2019/04/172b34451f6d4a1fbf2aa7d1ec7dc6e9.jpg
레슬러,"드라마, 코미디",김대웅,"유해진, 이성경, 김민재","과거 레슬링 국가대표였지만
특기는 살림, 취미는 아들 자랑, 남은 것은 주부 습진뿐인 프로 살림러 ‘귀보’(유해진).
그의 유일한 꿈은 촉망받는 레슬러 아들 ‘성웅’(김민재)이 금메달리스트가 되는 것이다.

오늘도 자신은 찬밥을 먹으며 아들에게는 따뜻한 아침밥을 챙겨주고
레슬링 체육관에서 아줌마들에게 신나게 에어로빅을 가르치던 ‘귀보’는
국가대표 선발전을 앞두고 훈련에 나가지 않겠다는 ‘성웅’의 청천벽력 같은 이야길 듣게 된다.

갑작스런 아들의 반항에 당황한 귀보. 설상가상으로 ‘엄마’(나문희)의 잔소리는 더욱 거세지고,
윗집 이웃이자 성웅의 소꿉친구 ‘가영’(이성경)은 귀보에게 엉뚱한 고백을 쏟아낸다.
거기에 소개팅으로 만난 의사 ‘도나’(황우슬혜)의 막무가내 대시까지.
평화롭던 일상이 순식간에 뒤집힌 귀보씨는 혼란에 빠지기 시작하는데…

전직 레슬러에서 프로 살림러가 된 지 20년
평화롭던 귀보씨의 일상이 유쾌하게 뒤집힌다!",https://www.kobis.or.kr/common/mast/movie/2018/04/c991ccfadf214154a32e5da6c2db9393.jpg
사라진 시간,"미스터리, 드라마",정진영,"조진웅, 배수빈, 정해균, 차수연","그날 밤, 모든 것이 변했다!

한적한 소도시의 시골마을, 외지인 부부가 의문의 화재 사고로 사망하는 사건이 발생한다.
사건 수사를 담당하게 된 형구는 마을 사람들의 수상한 낌새를 눈치채고 단서를 추적하던 중,
하루 아침에 자신의 삶이 송두리째 뒤바뀌는 충격적인 상황에 빠지게 된다.
집도, 가족도, 직업도 내가 알던 모든 것이 사라졌다.
과연 그는 자신의 삶을 되찾을 수 있을 것인가.",https://www.kobis.or.kr/common/mast/movie/2020/05/6d76ccb535184889930f2c9059032ee4.jpg
요가학원 : 죽음의 쿤달리니,공포(호러),전재홍,"이채영, 최철호, 조정민, 간미연","“모델이 너무 올드하지 않아요?”
잘나가던 온라인 패션계 간판 모델 ‘효정’(이채영)
외모로 인해 자신의 자리에서 밀려난 그녀는 슬럼프에 빠진다.

“그냥 다 예뻐지려고 온 거 아니에요?”
모두 다른 목적, 하지만 같은 욕망으로 요가학원을 찾은 ‘효정’을 비롯한 회원들.
원하는 걸 갖기 위해, 쿤달리니의 경지에 오르기 위해 수련을 이어나간다.
궁극의 아름다움에 가까워질수록 알 수 없는 섬뜩한 일들이 그들에게 일어나는데..

“의심하지 마세요. 잘라버리세요, 그 의심의 싹을.”",https://www.kobis.or.kr/common/mast/movie/2020/11/51f2a2ff293f47baa9598298e335f385.jpg
뺑반,"범죄, 액션",한준희,"공효진, 류준열, 조정석, 유연수","Hit and Run 상황 발생,
순마 출동합니다!

경찰 내 최고 엘리트 조직 내사과 소속 경위 ‘은시연’(공효진).
조직에서 유일하게 믿고 따르는 ‘윤과장’(염정아)과 함께
F1 레이서 출신의 사업가 ‘정재철’(조정석)을 잡기 위해 수사망을 조여가던 시연은
무리한 강압 수사를 벌였다는 오명을 쓰고 뺑소니 전담반으로 좌천된다.

알고 보면 경찰대 수석 출신, 만삭의 리더 ‘우계장’(전혜진)과
차에 대한 천부적 감각을 지닌 에이스 순경 ‘서민재’(류준열).
팀원은 고작 단 두 명, 매뉴얼도 인력도 시간도 없지만 뺑소니 잡는 실력만큼은 최고인 ‘뺑반’.
계속해서 재철을 예의주시하던 시연은 뺑반이 수사 중인 미해결 뺑소니 사건의 유력한 용의자가 재철임을 알게 된다.

뺑소니 친 놈은 끝까지 쫓는 뺑반 에이스 민재와
온갖 비리를 일삼는 재철을 잡기 위해 모든 것을 건 시연.
하나의 목표를 향해 힘을 합친 그들의 팀플레이가 시작되는 가운데
방법을 가리지 않고 수사망을 빠져 나가려는 통제불능 스피드광 재철의 반격 역시 점점 과감해지는데…!

뺑소니 전담반 vs 통제불능 스피드광
2019년 새해 포문을 통쾌하게 열 ‘뺑반’이 온다!",https://www.kobis.or.kr/common/mast/movie/2019/01/57a4cccfe1e346eabad29b3680eba558.jpg
삼진그룹 영어토익반,드라마,이종필,"고아성, 이솜, 박혜수","마이 드림 이즈 커리어우먼”
1995년, 토익 600점만 넘기면 대리가 될 수 있다!

입사 8년차 동기인 말단 여직원들이 ‘삼진그룹 영어토익반’에 모인다!
실무 능력 퍼펙트, 현실은 커피 타기 달인인 생산관리3부 오지랖 ‘이자영’(고아성),
추리소설 마니아로 뼈 때리는 멘트의 달인 마케팅부 돌직구 ‘정유나’(이솜),
수학 올림피아드 우승 출신, 실체는 가짜 영수증 메꾸기 달인 회계부 수학왕 ‘심보람’(박혜수)은
대리가 되면 진짜 ‘일’을 할 수 있을 것이라는 희망에 부푼다.

내부고발이라도 하게? 나서지 마. 우리만 다쳐

잔심부름을 하러 간 공장에서 검은 폐수가 유출되는 것을 목격한 ‘자영’은
‘유나’, ‘보람’과 함께 회사가 무엇을 감추고자 하는지, 결정적 증거를 찾으려 한다.
불가능해 보이는 싸움, 세 친구는 해고의 위험을 무릅쓰고 고군분투를 시작하는데…

아이 캔 두 잇, 유 캔 두 잇, 위 캔 두 잇! 회사와 맞짱 뜨는 용감한 세 친구!",https://www.kobis.or.kr/common/mast/movie/2020/10/9ae3dc7b09ab487492bb0d382dea2f41.jpg
언더독,애니메이션,오성윤,"도경수, 박소담, 박철민, 탁원정, 한신정","견생역전을 꿈꾸는 댕댕이들의 위대한 모험이 시작된다!

하루아침에 운명이 바뀐 강아지 ‘뭉치’는
우연히 만난 거리 생활의 고참 ‘짱아’ 일당을 만나
목숨을 구하게 된다.

차츰 ‘짱아’ 무리의 스트릿 라이프에 적응하던 찰나
그들의 소중한 아지트가 사라질 위기에 처하고,
마침내 그들은 진정한 자유를 찾기 위한
모험을 떠나기로 결심하는데…",https://www.kobis.or.kr/common/mast/movie/2018/12/b135330e89ea42b0a2608b1a74e7d1f3.jpg
신과함께-인과 연,"판타지, 드라마",김용화,"하정우, 주지훈, 김향기, 마동석, 김동욱","천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다.
하지만 강림(하정우)은 원귀였던 수홍(김동욱)을 자신들의 마지막 귀인으로 정하는 이해할 수 없는 선택을 한다.
저승법 상 원귀는 소멸되어야 마땅하나 염라대왕(이정재)은 저승 삼차사에게 새로운 조건을 내걸며 강림의 제안을 수락한다.
염라의 조건은 성주신(마동석)이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것.

허춘삼을 데리러 이승으로 내려간 해원맥(주지훈)과 덕춘(김향기), 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하던 중 우연히 그가 천 년 전 과거에 해원맥과 덕춘을 저승으로 데려간 저승 차사였다는 사실을 알게 된다.
스스로도 기억 못 하는 과거에 대한 호기심으로 해원맥과 덕춘은 성주신과 거래를 시작하는데…

이승과 저승, 현재와 과거를 오가는 천 년의 비밀이 밝혀진다!",https://www.kobis.or.kr/common/mast/movie/2020/12/ec2a4ba9b34f4b11bdfc277c148870a4.jpg
신과함께-죄와 벌,"판타지, 드라마",김용화,"하정우, 차태현, 주지훈, 김향기, 마동석","저승 법에 의하면, 모든 인간은 사후 49일 동안 7번의 재판을 거쳐야만 한다.
살인, 나태, 거짓, 불의, 배신, 폭력, 천륜
7개의 지옥에서 7번의 재판을 무사히 통과한 망자만이 환생하여 새로운 삶을 시작할 수 있다.

“김자홍 씨께선, 오늘 예정 대로 무사히 사망하셨습니다”
화재 사고 현장에서 여자아이를 구하고 죽음을 맞이한 소방관 자홍, 그의 앞에 저승차사 해원맥과 덕춘이 나타난다. 자신의 죽음이 아직 믿기지도 않는데 덕춘은 정의로운 망자이자 귀인이라며 그를 치켜세운다. 저승으로 가는 입구, 초군문에서 그를 기다리는 또 한 명의 차사 강림, 그는 차사들의 리더이자 앞으로 자홍이 겪어야 할 7번의 재판에서 변호를 맡아줄 변호사이기도 하다. 염라대왕에게 천년 동안 49명의 망자를 환생시키면 자신들 역시 인간으로 환생시켜 주겠다는 약속을 받은 삼차사들, 그들은 자신들이 변호하고 호위해야 하는 48번째 망자이자 19년 만에 나타난 의로운 귀인 자홍의 환생을 확신하지만, 각 지옥에서 자홍의 과거가 하나 둘씩 드러나면서 예상치 못한 고난과 맞닥뜨리는데…

누구나 가지만 아무도 본 적 없는 곳,
2017년 새로운 세계의 문이 열린다!",https://www.kobis.or.kr/common/mast/movie/2020/12/c21e96f35e3447018c1e37f721b85d18.jpg
소리도 없이,"범죄, 드라마",홍의정,"유아인, 유재명","악의 없이, 계획에 없던 유괴범이 되다!

범죄 조직의 하청을 받아 근면성실하고 전문적으로 시체 수습을 하며 살아가는 ‘태인’과 ‘창복’.
어느 날 단골이었던 범죄 조직의 실장 ‘용석’에게 부탁을 받고
유괴된 11살 아이 ‘초희’를 억지로 떠맡게 된다.

그런데 다음 날 다시 아이를 돌려주려던 두 사람 앞에 '용석'이 시체로 나타나고,
두 사람은 예기치 못한 사건에 휘말리게 되는데…",https://www.kobis.or.kr/common/mast/movie/2020/09/665b72723e6549ad86630161e5970176.jpg
사자,"미스터리, 액션, 판타지, 공포(호러)",김주환,"박서준, 안성기, 우도환, 김근영, 손우진, 최성아, 배한용","어릴 적 아버지를 잃은 뒤 세상에 대한 불신만 남은 격투기 챔피언 ‘용후’(박서준).
어느 날 원인을 알 수 없는 깊은 상처가 손바닥에 생긴 것을 발견하고,
도움을 줄 누군가가 있다는 장소로 향한다.
그곳에서 바티칸에서 온 구마사제 ‘안신부’(안성기)를 만나
자신의 상처 난 손에 특별한 힘이 있음을 깨닫게 되는 ‘용후’.
이를 통해 세상을 혼란에 빠뜨리는 악(惡)의 존재를 알게 되고,
강력한 배후이자 악을 퍼뜨리는 검은 주교 ‘지신’(우도환)을 찾아 나선 ‘안신부’와 함께 하게 되는데...!

악의 편에 설 것인가
악에 맞설 것인가
2019년 여름, 신의 사자가 온다!",https://www.kobis.or.kr/common/mast/movie/2019/06/fe6ba23bd46c465b95bfaf4e9a22feba.jpg
남산의 부장들,드라마,우민호,"이병헌, 이성민, 곽도원, 이희준, 김소진","“각하, 제가 어떻게 하길 원하십니까”

1979년 10월 26일, 중앙정보부장 김규평(이병헌)이 대한민국 대통령을 암살한다.

이 사건의 40일전, 미국에서는 전 중앙정보부장 박용각(곽도원)이
청문회를 통해 전 세계에 정권의 실체를 고발하며 파란을 일으킨다.
그를 막기 위해 중앙정보부장 김규평과 경호실장 곽상천(이희준)이 나서고,
대통령 주변에는 충성 세력과 반대 세력들이 뒤섞이기 시작하는데…

흔들린 충성, 그 날의 총성",https://www.kobis.or.kr/common/mast/movie/2020/01/3243c69901854187b3481f4a0fb78b5d.jpg
장사리 : 잊혀진 영웅들,전쟁,곽경택,"김명민, 최민호, 김성철, 김인권, 곽시양, 봉명필","인천상륙작전 D-1
‘이명준’ 대위가 이끄는 유격대와 전투 경험이 없는 학도병들을 태운 문산호는
인천상륙작전의 양동작전인 장사상륙작전을 위해 장사리로 향한다.
평균나이 17세, 훈련기간 단 2주에 불과했던 772명 학도병들이
악천후 속에서 소나기처럼 쏟아지는 총알을 맞으며 상륙을 시도하는데…",https://www.kobis.or.kr/common/mast/movie/2019/08/6bcce17a3b35498680a0f96248abb125.jpg
저 산 너머,드라마,최종태,"이항나, 이경훈, 안내상, 강신일, 송창의, 안내상, 우주혁","김수환 추기경의 어린 시절 이야기.
“내 마음밭 특별한 씨앗을 키운 건, 가족의 사랑이었다”
1928년 일제강점기, 세상에서 가장 사랑하는 엄마와 아픈 아버지를 위해
신부보다 인삼장수가 되고 싶은 7살 소년 수환은
자신의 마음밭에 심어진 믿음의 씨앗을 키워가며 저 산 너머에 있을 고향을 찾아간다.",https://www.kobis.or.kr/common/mast/movie/2020/04/b7160eb74840434ba9d8cfd3a2b80e2f.jpg
정직한 후보,코미디,장유정,"라미란, 김무열, 나문희, 윤경호, 장동주, 이서율","어제까진 뻥쟁이, 오늘부턴 정직한 후보?!

거짓말이 제일 쉬운 3선 국회의원 ‘주상숙’에게 청천벽력이 떨어진다.
하루아침에 거짓말은 1도 할 수 없는 ‘진실의 주둥이’를 갖게 된 것!

최고의 무기인 ‘거짓말’을 잃자
그녀의 인생은 송두리째 흔들리게 되는데…

웃음 빵! 속이 뻥! 뚫리는
통쾌한 웃음 폭격이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2020/01/a880f5d250f04e6bacc786342972ddf4.jpg
양자물리학,범죄,이성태,"박해수, 서예지, 김상호, 김응수, 변희봉, 김영재, 이창훈","‘생각이 현실을 만든다’라는 양자물리학적 신념을 인생의 모토로 삼은 유흥계의 화타 ‘이찬우’

어느 날 유명 연예인이 연루된 마약 파티 사건을 눈치챈다.
“불법 없이! 탈세 없이!” 이 바닥에서도 혁신이 일어나야 한다고 믿는 그는
오랫동안 알고지낸 범죄정보과 계장 ‘박기헌’에게 이 정보를 흘린다.

단순한 사건이라고 생각했던 마약파티가 연예계는 물론 검찰, 정치계까지 연루된
거대한 마약 스캔들임을 알게 된 '이찬우'.
이제는 살기 위해 거대 권력과 맞서야 하는 상황.

'이찬우’는 ‘박기헌’ 계장을 비롯해 황금인맥을 자랑하는 업계 퀸 ‘성은영’ 등 업계 에이스들과 함께 이 사건을 파헤치기로 한다.

9월, 부패 권력에 통쾌하게 맞서라! 생각은 현실을 만드니까!",https://www.kobis.or.kr/common/mast/movie/2019/09/e003dc77c10946c78963e4796a942eaf.jpg
제인의 썸머,멜로/로맨스,송은주,"서나영, 이해준, 김하림, 백승헌","현실이 답답할 때, 새로운 자극이 필요할 때
뜨거운 방콕에서 펼쳐지는 불완전한 청춘들의 도발적 19금 청춘 로맨스

탁월한 재능이 있으나 늘 부당하게 주인공 자리를 뺏겨온 무용수 '제인'(서나영).
기대했던 오디션에 떨어지고 복잡해진 마음에 하나뿐인 친구 '지우'(김하림)가 있는 방콕으로 떠난다.

두 사람은 자주 가는 펍에서 '썸머'(백승헌)와 '레인폴'(이해준)이라는 남자들을 만나게 되고,
뻥 뚫린 마음을 성적 만남으로 채워 넣었던 ‘제인’은 그들과도 파격적이고 위태로운 관계를 시작한다.
본능에 따라 아찔한 시간을 보내는 이들은 서로에게 점점 빠져들게 되고…

서로 다른 이에게 엇갈린 시선을 보내는 네 남녀,
아슬아슬한 청춘들이 보여주는 도발적 청불 로맨스의 끝은 과연…!",https://www.kobis.or.kr/common/mast/movie/2020/06/4d643408f6514b2d9710cd7b37501c55.jpg
지푸라기라도 잡고 싶은 짐승들,"스릴러, 범죄",김용훈,"전도연, 정우성, 배성우, 윤여정, 정만식, 진경, 신현빈, 정가람","[모든 것은 돈 가방과 함께 시작되었다.]

사라진 애인 때문에 사채 빚에 시달리며 한 탕을 꿈꾸는 태영.
아르바이트로 가족의 생계를 이어가는 가장 중만.
과거를 지우고 새 인생을 살기 위해 남의 것을 탐하는 연희.

벼랑 끝에 몰린 그들 앞에 거액의 돈 가방이 나타나고,
마지막 기회라 믿으며 돈 가방을 쫓는 그들에게 예기치 못한 사건들이 발생한다.

[“큰돈 들어왔을 땐 아무도 믿음 안돼”]

고리대금업자 박사장, 빚 때문에 가정이 무너진 미란, 불법체류자 진태,
가족의 생계가 먼저인 영선, 기억을 잃은 순자까지...

절박한 상황 속 서로 속고 속이며 돈 가방을 쫓는 그들은
인생을 바꿀 수 있는 마지막 한탕을 계획한다.",https://www.kobis.or.kr/common/mast/movie/2020/02/d483c70011ff4a79b2838f2fd7dde666.jpg
침입자,"미스터리, 스릴러",손원평,"송지효, 김무열, 김무열","25년만에 돌아온 동생,
나는 그녀가 의심스럽다!

얼마 전 사고로 아내를 잃고 실의에 빠져 있는 건축가 ‘서진’에게
25년 전 실종된 동생을 찾았다는 연락이 온다
처음 본 자신을 친근하게 “오빠”라고 부르는 ‘유진’이 어딘가 불편한 ‘서진’과 달리
가족들은 금세 그녀를 받아들인다

그런데 ‘유진’이 돌아온 후 가족들에게 이상한 일들이 벌어지기 시작하고,
이를 의심스럽게 여긴 ‘서진’은 동생의 비밀을 쫓다 자신의 일상을 송두리째 뒤흔든 사건에
그녀가 연관되어 있음을 알게 되는데...

추적 끝에 드러나는 충격적인 진실!",https://www.kobis.or.kr/common/mast/movie/2020/05/4f1318fb3e2a430081c25f27909a0286.jpg
오늘도 위위,드라마,박범준,"선우선, 김사라, 이슬, 여은미","오늘도 평화로운 선우선과 열두 냥이의 썬하우스
한가로운 시간을 보내던 냥이들에게
생각만 해도 온몸이 떨리는 일이 발생하는데!?

""얘들아, 우리 모두 함께 여행 가볼까?""

청천벽력 같은 엄마의 한 마디에
처음으로 세상 밖 여행을 시작한 냥이들

시원한 바람, 푸른 바다, 해질녘 들판까지
모든 것이 새롭기만 한 냥이들의 운명은!?

10월 17일, 위위~ 떠날 준비 됐어?",https://www.kobis.or.kr/common/mast/movie/2019/09/aa0219cde0ce4a84b5f9ea248ef5a646.jpg
핑크퐁 시네마 콘서트 : 우주대탐험,애니메이션,변희선,"조경이, 김서영","잃어버린 5개의 별 조각을 찾아줘!

우주여행을 하던 핑크퐁과 아기상어 올리,
갑자기 날아온 운석에 부딪혀 우주선의 별이 조각나버렸어요.
우리 함께 잃어버린 별 조각을 찾기 위해 5개의 행성으로 신나는 우주 모험을 떠나요!",https://www.kobis.or.kr/common/mast/movie/2020/01/4fcbb991743e4db5be438e16c8bdee7e.jpg
퍼펙트맨,"코미디, 드라마",용수,"설경구, 조진웅, 허준호, 진선규, 김사랑","“이렇게 살다 죽으면 12억, 사고로 죽으면 27억!
내 일 도와주면 사망보험금 니 앞으로 해줄게”

퍼펙트한 인생을 위해 한탕을 꿈꾸는 건달 ‘영기’(조진웅)
조직 보스의 돈 7억을 빼돌려 주식에 투자하지만, 사기꾼에게 속아 주식은 휴지조각이 되고 만다.
목숨을 부지하기 위해 어떻게든 7억을 구해야 하는 영기 앞에
까칠한 로펌 대표 ‘장수’(설경구)가 나타난다.

두 달 시한부 ‘장수’는 자신이 해야 할 일들을 도와주는 조건으로
영기에게 자신의 사망보험금을 내건 빅딜을 제안하는데…

돈 쫌 많은 로펌 대표와 폼 쫌 잡는 꼴통 건달
퍼펙트하게 다른 두 남자의 인생 최대 반전이 시작된다",https://www.kobis.or.kr/common/mast/movie/2019/09/1ad9658f105b436aa4eb069dae98ae1e.jpg
해치지않아,코미디,손재곤,"안재홍, 강소라, 박영규, 김성오, 전여빈, 박혁권, 김용각, 손지영","“사자? 호랑이? 공룡? 다~ 됩니다!”
쫄지마! 티 안나! 털 날리며, 당당하게!

생계형 수습 변호사 ‘태수’에게 찾아온 일생일대의 기회, 위기의 동물원 ‘동산파크’를 구하라!
‘동산파크’의 새 원장이 된 그는 손님은커녕 동물조차 없는 동물원을 살리기 위해
직원들에게 동물로 위장근무 하자는 기상천외한 제안을 한다.
북극곰, 사자, 기린, 고릴라, 나무늘보로 출근한 ‘동산파크’ 5인방.
묵언수행은 기본, 어깨 결림, 근육 뭉침, 뒷목까지 뻐근한 그들의 털 날리는 고군분투가
계속되는 가운데, 목이 타던 ‘태수’는 북극곰의 신분을 망각하고
관람객 앞에서 콜라 한 모금을 마시게 되는데…

이런 동물원 처음 봐?
선을 넘은 녀석들의 과감한 도전이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2019/12/da52c18e12e642669978fbd45469b1d7.jpg
82년생 김지영,드라마,김도영,"정유미, 공유, 김국희","1982년 봄에 태어나
누군가의 딸이자 아내, 동료이자 엄마로
2019년 오늘을 살아가는 ‘지영’(정유미).
때론 어딘가 갇힌 듯 답답하기도 하지만
남편 ‘대현’(공유)과 사랑스러운 딸,
그리고 자주 만나지 못해도 항상 든든한 가족들이 ‘지영’에겐 큰 힘이다.

하지만 언젠가부터 마치 다른 사람이 된 것처럼 말하는 ‘지영’.
‘대현’은 아내가 상처 입을까 두려워 그 사실을 털어놓지 못하고
‘지영’은 이런 ‘대현’에게 언제나 “괜찮다”라며 웃어 보이기만 하는데…

모두가 알지만 아무도 몰랐던
당신과 나의 이야기",https://www.kobis.or.kr/common/mast/movie/2019/10/1d76bf0cbf794d609ed963f110f21b44.jpg
"힘을 내요, 미스터 리","코미디, 드라마",이계벽,"차승원, 엄채영, 박해준, 정원중","가던 길도 멈추게 하는 심쿵 비주얼의 대복칼국수 반전미남 ‘철수’(차승원)
완벽한 외모와 달리 아이보다 더 아이 같은 그의 앞에
어느 날 어른보다 더 어른 같은 딸 ‘샛별’(엄채영)이 나타난다.

오늘 처음 봤는데… 내 딸이라고???
누구냐 넌?!

올 추석, 마른하늘에 ‘딸’벼락 맞은
철수의 좌충우돌 코미디가 시작된다!",https://www.kobis.or.kr/common/mast/movie/2019/08/a348f11220974d4498f562274b4d34cd.jpg
히트맨,"코미디, 액션",최원섭,"권상우, 정준호, 황우슬혜, 이이경, 이지원","웹툰 작가가 되고 싶어 국정원을 탈출한
비밀 프로젝트 방패연 출신 전설의 암살요원 '준'.
그러나 현실은 연재하는 작품마다 역대급 악플만 받을 뿐이다.
술김에 그리지 말아야 할 1급 기밀을 그려버리고
예상치 않게 웹툰은 하루아침에 초대박이 나지만,
그로 인해 '준'은 국정원과 테러리스트의 더블 타깃이 되는데...
웹툰 작가가 된 전설의 암살요원, 그의 히트 본능이 깨어난다!
2020년을 강타할 짠내 폭발 X 대환장 코믹 액션 탄생!",https://www.kobis.or.kr/common/mast/movie/2020/01/426077efe151446a909abc5c2c4a005a.jpg
극장판 헬로카봇 : 달나라를 구해줘!,애니메이션,최신규,"이지현, 김용준, 양정화, 조경이","평화로웠던 지구에는 타워크레인, 우주정거장이 사라지고,
달의 뒷면에서 살던 토끼족 마을은 외계 로봇의 공격으로 위기에 처하게 된다.
이 모든 것은 바로 지구를 정복하려는 치올라 외계인들의 공격이었던 것!

평화를 수호하는 차탄과 카봇들은 달을 넘어 지구까지 혼란에 빠뜨린
치올라 외계 군단에 맞서기 위해 달나라로 떠나게 되는데…!

지구와 달을 구하기 위한
카봇과 토끼족들의 지상최대 연합작전이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2019/08/02231993d35340ba84a3ef26c9c8fd1b.jpg
